candidate_id,family,seed,weights,rg,i_zero,min_pr,min_iq,pr_at_zero,pr_at_dmax,derivative_at_zero,derivative_at_dmax,accepted,rejection_reason
case_0041,clamped_spline_random,40,"[0.9497239990781999, 0.3275115845494261, 1.4793714187944262, 0.6102966780784154]",46.617740661354134,80.80568832882298,-5.551115123125783e-17,-0.010427313407981195,0.0,-5.551115123125783e-17,-1.0755285551056204e-16,-6.938893903907228e-18,False,negative_iq
case_0042,clamped_spline_random,40,"[0.5750052447253173, 0.6531650950915528, 1.5515283374897457, 1.0738156702252222]",50.812747607234,92.48434433711509,-1.1102230246251565e-16,-0.0690881515036201,0.0,-1.1102230246251565e-16,9.25185853854297e-18,0.0,False,negative_iq
case_0043,clamped_spline_random,40,"[1.5659994527392704, 1.3941548782648738, 1.9720520197140603, 1.9610202042424456]",48.685326299476024,165.43743731252817,0.0,-0.09422832740029924,0.0,4.440892098500626e-16,2.498001805406602e-16,5.551115123125783e-17,False,negative_iq
case_0044,clamped_spline_random,40,"[0.8308649928709283, 1.9788714599132244, 0.7576075377186999, 1.2483628139164293]",46.33605852030633,115.57696330150262,-8.881784197001252e-16,-3.1821461623698397,0.0,-8.881784197001252e-16,1.1044406130385671e-16,-4.163336342344337e-17,False,negative_iq
case_0045,clamped_spline_random,40,"[0.8346769747880719, 1.9698131611856833, 1.4199771726391908, 1.9270522293365278]",49.739527623805856,147.63646890496227,0.0,-2.6486352062332728,0.0,0.0,9.018755071458588e-17,-2.7755575615628914e-17,False,negative_iq
case_0046,clamped_spline_random,40,"[1.853032304148574, 1.3279722572754686, 0.39912351227466086, 1.4244566567985544]",44.21649805325604,120.11003352719517,0.0,-0.04102829668380963,0.0,0.0,-1.5728159515523052e-16,-1.3877787807814457e-17,False,negative_iq
case_0047,clamped_spline_random,40,"[1.4735442475848364, 1.7088360895291412, 1.366922646151373, 1.3821323708236024]",45.7293932257594,142.3544484925182,-2.220446049250313e-16,-0.029140730342019604,0.0,-2.220446049250313e-16,-8.673617379884035e-17,2.7755575615628914e-17,False,negative_iq
case_0048,clamped_spline_random,40,"[0.7964543276911282, 1.1717945314444294, 1.1222883950664246, 1.997814956852002]",52.174646172970846,122.12045306047729,-4.440892098500626e-16,-1.2994034041568523,0.0,-4.440892098500626e-16,1.0986582014519778e-17,0.0,False,negative_iq
case_0049,clamped_spline_random,40,"[1.2354215092057506, 1.9823810733491534, 0.3725065733252189, 0.6992569380828257]",40.08093785645921,102.94958625104886,0.0,-1.507390845124817,0.0,0.0,2.266705341943028e-16,6.938893903907228e-18,False,negative_iq
case_0050,clamped_spline_random,40,"[1.2259680952381045, 1.5256209235217393, 1.9005240884419499, 0.2265117500508179]",40.65332169802738,117.08699656944293,-0.04106082957544467,-0.0028901673251361957,0.0,1.1102230246251565e-16,-9.483155002006545e-17,0.0,False,negative_pr
case_0051,clamped_spline_random,40,"[1.412088764222468, 1.6265309668224537, 0.499866888401038, 1.941952326716268]",48.126530812633945,131.53053470270385,0.0,-1.5448276831642338,0.0,0.0,1.850371707708594e-17,0.0,False,negative_iq
case_0052,clamped_spline_random,40,"[0.5001370647377982, 0.9189827577250849, 0.841714385555427, 1.7071514528994565]",53.57209144480958,95.231655858269,0.0,-1.7427697414928893,0.0,4.440892098500626e-16,2.1973164029039557e-16,4.163336342344337e-17,False,negative_iq
case_0053,clamped_spline_random,40,"[1.8788825112034198, 0.3611192915488183, 0.5791343062682466, 0.819401156512342]",41.58477374203961,87.32489436934237,0.0,0.027362589040737566,0.0,0.0,-1.734723475976807e-16,6.938893903907228e-18,False,accepted_limit_reached
case_0054,clamped_spline_random,40,"[1.6340723190605115, 1.239384481188814, 1.5977367364401338, 0.9164907835829194]",43.74791351503134,129.3044236814353,0.0,0.0352501310311288,0.0,1.1102230246251565e-16,-8.500145032286355e-17,6.938893903907228e-18,False,accepted_limit_reached
case_0055,clamped_spline_random,40,"[0.5271199145437687, 0.9156179196403825, 0.681109515568343, 0.514631579692344]",45.147363384185404,63.32349430417765,0.0,-0.09097783453055469,0.0,0.0,1.1745523535259632e-18,-1.0408340855860843e-17,False,negative_iq
case_0056,clamped_spline_random,40,"[1.248901089802411, 0.631208654068226, 0.22681300092066695, 1.1222994894957559]",46.36748656161879,77.50133361983157,0.0,-0.05398671753851378,0.0,4.440892098500626e-16,-1.1796119636642288e-16,2.7755575615628914e-17,False,negative_iq
case_0057,clamped_spline_random,40,"[0.5958569854616041, 1.7749995851863163, 0.9931301254366652, 0.3222318912663563]",41.310543074910015,88.469246092932,-2.7755575615628914e-17,-2.1114826991565714,0.0,-2.7755575615628914e-17,-2.3071822230491534e-16,0.0,False,negative_iq
case_0058,clamped_spline_random,40,"[0.26248075755792727, 0.507034552205471, 0.4809691739440044, 1.039971917277078]",54.41700406299508,54.97095362145862,0.0,-1.1325928824638916,0.0,0.0,-1.1781663607675816e-16,0.0,False,negative_iq
case_0059,clamped_spline_random,40,"[1.5736056288873435, 1.1135674599106662, 0.6254839517207349, 0.9292389368206521]",42.636858741250364,101.80550345212873,0.0,0.007584491192280303,0.0,2.220446049250313e-16,6.245004513516506e-17,0.0,False,accepted_limit_reached
case_0060,clamped_spline_random,40,"[1.8655930606987892, 1.0774031552338532, 1.4209760685664392, 1.9451608897400148]",48.05211430024592,151.41919617576397,0.0,-0.09020507743147507,0.0,0.0,-3.122502256758253e-16,-2.7755575615628914e-17,False,negative_iq
case_0061,clamped_spline_random,40,"[1.5170548250380198, 0.9842870524814957, 1.2638146231796454, 1.0086782143730029]",44.74518768099704,114.57203315721142,0.0,0.007179525225482257,0.0,0.0,-3.5850951836854015e-17,6.938893903907228e-18,False,accepted_limit_reached
case_0062,clamped_spline_random,40,"[0.34549282125207786, 1.461876099163687, 1.1935201630608803, 0.4548121359673605]",44.98698808175273,82.93682926338381,-2.7755575615628914e-17,-2.8261406378055627,0.0,-2.7755575615628914e-17,6.360652745248292e-17,0.0,False,negative_iq
case_0063,clamped_spline_random,40,"[1.7493188124974974, 1.2772837919792785, 1.3458147225615373, 1.4149181630933083]",45.691823238787826,138.8960517576787,0.0,-0.02465487948645368,0.0,2.220446049250313e-16,-8.0953762212251e-18,0.0,False,negative_iq
case_0064,clamped_spline_random,40,"[1.9141473102417543, 1.472662560288141, 0.8046996813144282, 0.26343572197171633]",35.32040601305532,106.91868656736641,0.0,0.03676868197876035,0.0,2.0816681711721685e-17,-2.7755575615628914e-16,0.0,False,accepted_limit_reached
case_0065,clamped_spline_random,40,"[0.9791278200069065, 0.20747686391504852, 0.5034301100652108, 0.3882440126063394]",41.833235199760296,49.87869135627613,0.0,0.024271192874502242,0.0,0.0,-4.625929269271486e-17,0.0,False,accepted_limit_reached
case_0066,clamped_spline_random,40,"[1.6658827840072483, 1.2973359673609097, 1.9189152300970158, 1.7642207999516641]",47.81331881541038,159.51251474771044,-2.220446049250313e-16,-0.06488627950783867,0.0,-2.220446049250313e-16,-1.0639637319324417e-16,1.3877787807814457e-17,False,negative_iq
case_0067,clamped_spline_random,40,"[0.3158684985621934, 1.9090555675529077, 0.9191930689106204, 0.7631124004962716]",45.942146560365835,93.77350884882794,-0.018888683849274432,-4.800537806195968,0.0,0.0,-1.780982768669522e-16,6.938893903907228e-18,False,negative_pr
case_0068,clamped_spline_random,40,"[1.2450476276059295, 1.735764283702245, 0.754651729471364, 1.5033194099306741]",46.57952655840351,125.73079321208431,0.0,-1.204750992805923,0.0,4.440892098500626e-16,3.0068540250264654e-17,4.163336342344337e-17,False,negative_iq
case_0069,clamped_spline_random,40,"[0.8800739283879632, 1.1110982901889566, 0.3932672529682563, 1.7665165353183652]",51.11752246810046,99.6229441607943,0.0,-1.9465318415294663,0.0,4.440892098500626e-16,1.5959455978986625e-16,-2.7755575615628914e-17,False,negative_iq
case_0070,clamped_spline_random,40,"[1.5762664590273412, 0.25461256812470234, 0.8900532388855517, 1.9607663229338514]",51.135132419936625,112.3607661308815,0.0,-0.13878488179577234,0.0,4.440892098500626e-16,7.401486830834377e-16,-2.7755575615628914e-17,False,negative_iq
case_0071,clamped_spline_random,40,"[1.6650999558280997, 1.3357307471653905, 1.387058776145968, 0.31477843450586246]",38.75868658779087,112.86402992303456,-1.6653345369377348e-16,0.034572413877939245,0.0,-1.6653345369377348e-16,-2.590520390792032e-16,-5.204170427930421e-18,False,accepted_limit_reached
case_0072,clamped_spline_random,40,"[0.8396979097981496, 0.8059752631401268, 0.92164006676064, 1.6929622522469252]",51.939204635846956,102.24661180266601,0.0,-0.22328274995233477,0.0,0.0,-1.133352670971514e-16,0.0,False,negative_iq
case_0073,clamped_spline_random,40,"[0.3177435336515941, 1.024660254623476, 0.4451772510163748, 1.543923346362725]",53.88453975099067,79.95610525254537,0.0,-3.402988757561491,0.0,4.440892098500626e-16,1.5959455978986625e-16,2.7755575615628914e-17,False,negative_iq
case_0074,clamped_spline_random,40,"[0.20586310012559048, 1.1444708676166822, 1.3857928264565988, 0.3129028329032652]",45.8627877516623,73.17671104756404,-2.46611017415574e-05,-4.614640700153409,0.0,2.220446049250313e-16,-1.942890293094024e-16,1.0408340855860843e-17,False,negative_pr
case_0075,clamped_spline_random,40,"[1.3080159572111896, 1.6151171835734075, 1.2033093555125867, 0.42857479458373304]",40.16589702274713,109.32041497682869,-1.3877787807814457e-17,0.018710056768875195,0.0,-1.3877787807814457e-17,-9.251858538542972e-17,0.0,False,accepted_limit_reached
case_0076,clamped_spline_random,40,"[1.414870729662919, 0.371096869166713, 1.4459641761174329, 1.1283571540006623]",47.52483746988753,104.64693429061657,0.0,-0.027986477219020322,0.0,1.1102230246251565e-16,3.469446951953614e-17,6.938893903907228e-18,False,negative_iq
case_0077,clamped_spline_random,40,"[1.3555912735107332, 0.3226411819380018, 1.7976004698701684, 1.7242100696032354]",50.908693709406705,124.80103187320722,0.0,-0.1078395490323852,0.0,2.220446049250313e-16,2.6020852139652106e-18,0.0,False,negative_iq
case_0078,clamped_spline_random,40,"[0.7925638641600181, 1.5710132299540525, 0.8309871872488145, 0.7327561383932348]",44.05588524145497,94.25569007042796,-1.1102230246251565e-16,-1.0002055498747744,0.0,-1.1102230246251565e-16,-2.891205793294679e-17,0.0,False,negative_iq
case_0079,clamped_spline_random,40,"[0.4637328168425797, 1.8037528795740692, 0.5890793281733825, 1.7964869937160153]",51.14886843158027,111.67324843493898,-3.648355638174612e-05,-5.481423831160134,0.0,4.440892098500626e-16,-8.153200337090993e-17,2.7755575615628914e-17,False,negative_pr
